name,tags
Global City,"City Builder,Strategy,Building,Time Management,Resource Management,Simulation,Economy,Modern,Crafting,Multiplayer,Casual,Management,Grand Strategy,Capitalism,Isometric,Farming Sim,Colorful,Strategy RPG,Singleplayer,Inventory Management"
Fobia - St. Dinfna Hotel,"Indie,Survival Horror,Violent,Puzzle,First-Person,Shooter,Singleplayer,Horror,Exploration,Atmospheric,Sci-fi,Mystery,Story Rich,Adventure,Action-Adventure,FPS,Thriller,Realistic,Demons,Gore"
Project Winter,"Funny,Co-op,Social Deduction,Multiplayer,Survival,Online Co-Op,Team-Based,Casual,Crafting,PvE,Action,Investigation,Indie,Controller,Character Customization,Stylized,PvP,Snow,Exploration,Strategy"
Five Nights at Freddy's 4,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Point & Click,Survival,Psychological Horror,Strategy,Indie,Story Rich,Atmospheric,Action,Family Friendly,Simulation,Jump Scare,Animation & Modeling,Illuminati"
INFRA,"Puzzle,Exploration,Atmospheric,Adventure,First-Person,Walking Simulator,Indie,Mystery,Story Rich,Singleplayer,Great Soundtrack,Horror,Psychological Horror,Open World"
PIPE by BMX Streets,"Sports,Simulation,Indie,BMX,Bikes,Open World,Multiplayer,Singleplayer"
POPULATION: ONE,"Action,Battle Royale,Shooter,VR,FPS,Colorful,First-Person,PvP,Multiplayer,Realistic,Combat,Flight,Team-Based,Fighting,Building,Singleplayer,Female Protagonist"
Wreckfest,"Racing,Destruction,Automobile Sim,Simulation,Driving,Multiplayer,Physics,Action,Indie,Sports,Singleplayer,Realistic,Funny,Early Access,Arcade,Sandbox,Third Person,Open World,Co-op,Atmospheric"
Ragnarok Online,"Free to Play,RPG,MMORPG,Massively Multiplayer,Anime,Fantasy,Multiplayer,Adventure,JRPG,Great Soundtrack,Old School,Nudity,2D"
Summer Memories,"Sexual Content,Nudity,Mature,Pixel Graphics,Hentai,Anime,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,FPS,Visual Novel,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes"
Hell is Others,"PvP,Action,Adventure,Singleplayer,Roguelite,Shoot 'Em Up,Perma Death,PvE,Twin Stick Shooter,Multiplayer,Difficult,Shooter,Top-Down,Story Rich,Gun Customization,Dystopian,Loot,Philosophical,Stealth,Thriller"
Nova Drift,"Action Roguelike,Indie,Space,Roguelite,Arcade,Action,Bullet Hell,Shooter,Shoot 'Em Up,Replay Value,Early Access,2D,Arena Shooter,Great Soundtrack,Singleplayer,Roguelike,Retro,Action RPG,Colorful,Casual"
Torchlight II,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Loot,Co-op,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon"
Outer Wilds,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Sci-fi,Indie,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
Zompiercer,"Early Access,Sandbox,FPS,Shooter,Action-Adventure,Action RPG,3D,First-Person,Post-apocalyptic,Horror,Funny,Base Building,Open World,Zombies,Casual,Action,Trains,Survival,Agriculture,Stealth"
Two Worlds II HD,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Action RPG,Multiplayer,Adventure,Co-op,Crafting,Story Rich,Action,Hack and Slash,Dark Fantasy,Medieval,Magic,Inventory Management,Atmospheric,Sandbox"
There Is No Game: Wrong Dimension,"Indie,Adventure,Casual,Point & Click,Pixel Graphics,Funny,Comedy,Puzzle,Story Rich,Singleplayer,2D,Narration,Parody,Romance,Interactive Fiction,Great Soundtrack,Simulation,Remake,RPG,Action"
Into the Radius VR,"VR,Survival,Atmospheric,Horror,Open World,Post-apocalyptic,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent"
art of rally,"Racing,Driving,Sports,Physics,Difficult,Top-Down,Automobile Sim,Arcade,Relaxing,Stylized,Simulation,Offroad,Action,Atmospheric,Singleplayer,Soundtrack,Great Soundtrack,Controller,Indie,Fast-Paced"
Skullgirls 2nd Encore,"Fighting,2D Fighter,Indie,Hand-drawn,Female Protagonist,Multiplayer,Anime,Competitive,Stylized,Local Multiplayer,Crowdfunded,Controller,Singleplayer,Lore-Rich,Noir,2D,Action,Cartoon,Arcade,Story Rich"
Eternal Evil,"Survival Horror,Horror,First-Person,Singleplayer,Sexual Content,Zombies,Action,Gore,Violent,Atmospheric,Story Rich,FPS,Dark,Psychological Horror,Survival,Adventure,Open World,Nudity,Vampire,Shooter"
Divinity: Dragon Commander,"Strategy,RPG,Dragons,Fantasy,Political,RTS,Action,Singleplayer,Steampunk,Turn-Based,Choices Matter,Real-Time with Pause,Multiplayer,Story Rich,Comedy,Co-op,Great Soundtrack,Romance,Politics,Dating Sim"
Rival Stars Horse Racing: Desktop Edition,"Horses,Immersive Sim,Racing,Sports,Management,PvP,Competitive,Farming Sim,Character Customization,RPG,3D,Story Rich,Casual,Simulation,Strategy,Realistic,Family Friendly,Emotional,Multiplayer,Singleplayer"
觅长生,"RPG,Open World,Martial Arts,Drama,Strategy,Indie,Fantasy,Turn-Based Combat,Singleplayer,Strategy RPG,Story Rich,Simulation,Roguelite,Character Customization,Anime,Exploration,2D,Colorful,2D Platformer,Card Battler"
The Dark Pictures Anthology: Man of Medan,"Choices Matter,Horror,Co-op,Adventure,Multiplayer,Cinematic,Story Rich,Gore,Violent,Singleplayer,Atmospheric,Survival Horror,Quick-Time Events,Psychological Horror,Third Person,Local Multiplayer,Action,Nudity,Sexual Content,Female Protagonist"
ONE PIECE ODYSSEY,"Open World,JRPG,Anime,Turn-Based Combat,Story Rich,Party-Based RPG,Comedy,Team-Based,RPG,Pirates,Singleplayer,3D,Funny,Adventure,Cartoony,Third Person,Exploration,Colorful,Mystery,Action-Adventure"
鬼谷八荒 Tale of Immortal,"Tactical RPG,Management,Singleplayer,Mythology,Sandbox,Simulation,RPG,Choose Your Own Adventure,Dating Sim,Action,Adventure,Exploration,2D,Sexual Content,Fantasy,Action RPG,Action-Adventure,Hand-drawn,Story Rich,Strategy RPG"
Ash of Gods: The Way,"Choices Matter,Choose Your Own Adventure,Turn-Based Strategy,Singleplayer,Hand-drawn,Deckbuilding,Card Battler,Dark Fantasy,2D,PvE,Puzzle,Turn-Based Tactics,Nonlinear,Card Game,Difficult,Combat,Strategy,Tactical RPG,Multiple Endings,Story Rich"
The Incredible Adventures of Van Helsing,"RPG,Hack and Slash,Action RPG,Action,Adventure,Indie,Fantasy,Co-op,Loot,Steampunk,Multiplayer,Dungeon Crawler,Singleplayer,Isometric,Dark Fantasy,Gothic,Funny,Vampire,Magic,Based On A Novel"
Drakensang Online,"Action,Free to Play,Adventure,Hack and Slash,MMORPG,RPG,Action RPG,Dungeon Crawler,Fantasy,PvP,Character Customization,Inventory Management,Massively Multiplayer,Co-op,Multiplayer,Online Co-Op,Singleplayer,Point & Click,Loot"
Spirit Hunters: Infinite Horde,"Action Roguelike,Action,Roguelite,Action RPG,Dark Fantasy,Fantasy,Bullet Hell,Magic,Casual,2D,Combat,Singleplayer,Roguelike,Indie,Arcade,RPG"
Othercide,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Female Protagonist,Roguelite,Dark Fantasy,Turn-Based,Dark,Tactical,Roguelike,Turn-Based Strategy,Horror,Gothic,Singleplayer,Difficult,Unforgiving,Atmospheric,Great Soundtrack,Perma Death"
Orcs Must Die! 3,"Tower Defense,Co-op,Strategy,Third-Person Shooter,PvE,Action,3D,Multiplayer,Third Person,Funny,Online Co-Op,Fantasy,Adventure,Co-op Campaign,Combat,Singleplayer,Stylized,Physics,Comedy,Cartoony"
IL-2 Sturmovik: Battle of Stalingrad,"Simulation,Flight,World War II,Realistic,Historical,VR,Action,War,Multiplayer,Singleplayer,Military,Atmospheric,Tanks,TrackIR,First-Person,Open World,Shooter,Massively Multiplayer,Controller,FPS"
The Lost Village,"Early Access,Base Building,Roguelite,Real Time Tactics,Building,Roguelike,Farming Sim,Martial Arts,Cartoony,Simulation,3D,RPG,Adventure,Dungeon Crawler,Tactical,Fantasy,City Builder,Crafting,Traditional Roguelike,Strategy"
Half-Life 2: Episode One,"FPS,Action,Sci-fi,Singleplayer,First-Person,Story Rich,Shooter,Classic,Dystopian,Aliens,Adventure,Zombies,Episodic,Atmospheric,Silent Protagonist,Great Soundtrack,Short,Puzzle,Cinematic,Moddable"
Erica,"Choose Your Own Adventure,FMV,Interactive Fiction,Female Protagonist,Point & Click,Puzzle,Choices Matter,Story Rich,Action-Adventure,Psychological Horror,Multiple Endings,Detective,Casual,Thriller,Action,Cinematic,Mystery,Crime,Singleplayer,Gore"
Dungeon Defenders,"Multiplayer,Online Co-Op,Tower Defense,Singleplayer,Strategy,Survival,Action RPG,Character Customization,Family Friendly,Funny,Tactical,Building,Fantasy,PvE,Strategy RPG,Moddable,RPG,3D,Third Person,Team-Based"
Infinitode 2 - Infinite Tower Defense,"Tower Defense,Strategy,Level Editor,2D,Building,Base Building,Hand-drawn,1980s,1990's,Atmospheric,Logic,Relaxing,Singleplayer,Tactical,Cyberpunk,Crafting,Mining,Score Attack,Minimalist,Top-Down"
The Darkest Tales,"Dark Fantasy,Adventure,Platformer,Action-Adventure,Action,2D Platformer,Horror,Atmospheric,Metroidvania,Dark,Surreal,Character Action Game,Cute,Story Rich,Magic,Singleplayer,Hack and Slash,Supernatural,Emotional,Controller"
Shogun Showdown,"Indie,Strategy,Turn-Based Strategy,Roguelike,Pixel Graphics,Turn-Based Combat,Medieval,Turn-Based,Strategy RPG,RPG,Roguelite,Singleplayer,Replay Value,Difficult,2D,Card Game,Roguelike Deckbuilder,Tactical RPG,Turn-Based Tactics,Early Access"
GET EVEN,"Action,Psychological Horror,Mystery,FPS,Story Rich,Indie,First-Person,Thriller,Horror,Detective,Psychological,Dark,Shooter,Great Soundtrack,Exploration,Adventure,Mature,Walking Simulator,Drama,Psychedelic"
Walkabout Mini Golf VR,"Sports,Golf,Mini Golf,PvP,VR,3D,First-Person,Casual,Historical,Colorful,Minimalist,Stylized,Fantasy,Pirates,6DOF,Atmospheric,Multiplayer,Nature,Physics,Singleplayer"
SimRail - The Railway Simulator,"Early Access,Trains,Simulation,Transportation,Multiplayer,Driving,Massively Multiplayer,Realistic,Singleplayer,Physics,Automobile Sim,Online Co-Op,Open World,Immersive Sim,Family Friendly,Exploration,3D,Experience,First-Person,Life Sim"
UnderRail,"RPG,Post-apocalyptic,Isometric,Turn-Based,Turn-Based Combat,CRPG,Indie,Singleplayer,Sci-fi,Open World,Crafting,Atmospheric,Cyberpunk,Old School,Pixel Graphics,Difficult,Adventure,Exploration,2D,Sandbox"
Bugsnax,"Psychological Horror,Creature Collector,Adventure,LGBTQ+,Comedy,Singleplayer,Story Rich,First-Person,Cute,Puzzle,Exploration,Cartoony,Action,Casual,Colorful,Sandbox,Physics,Investigation,Multiple Endings,Narration"
Rake,"Horror,Multiplayer,Survival Horror,Survival,First-Person,Hunting,Open World,Action,Indie,Adventure,Co-op,Atmospheric,Singleplayer,Simulation,FPS,Shooter,Gore,Supernatural,Online Co-Op,Funny"
Manifold Garden,"Puzzle,Surreal,Abstract,First-Person,Exploration,Puzzle Platformer,Experimental,Psychedelic,Atmospheric,Philosophical,Difficult,Minimalist,Nonlinear,Relaxing,Indie,Mystery,Singleplayer,Adventure,Colorful,Multiple Endings"
Cataclysm: Dark Days Ahead,"Traditional Roguelike,Sandbox,RPG,Zombies,Survival,Roguelike,Adventure,2D,Aliens,Horror,Sci-fi,Exploration,Modern,Singleplayer,Pixel Graphics,Moddable,Immersive Sim,Story Rich,Post-apocalyptic,Transhumanism"
FPV LOGIC,"Racing,Flight,Simulation,Sports,Physics,3D,First-Person,Third Person,Early Access,Indie,Realistic,Singleplayer"
Espresso Tycoon,"Casual,Simulation,Building,Management,3D,Education,Strategy,Isometric,Character Customization,Cooking,Realistic,Sandbox,Singleplayer,Design & Illustration,Immersive Sim,Relaxing,Life Sim,Cute,Adventure,Indie"
The Legend of Heroes: Kuro no Kiseki,"Action,Adventure,RPG,Action RPG,Action-Adventure,JRPG,Tactical RPG,3D,Anime,Colorful,Fantasy,Futuristic,Magic,War,Combat,Controller,PvE,Singleplayer"
Planetary Annihilation: TITANS,"RTS,Strategy,Real Time Tactics,Multiplayer,Singleplayer,Base Building,Co-op,Robots,War,Sci-fi,Building,PvP,Online Co-Op,Space,Grand Strategy,Mechs,Destruction,Indie,Futuristic,Simulation"
Thunder Tier One,"Online Co-Op,Top-Down Shooter,Tactical,Shooter,Realistic,Top-Down,Military,Multiplayer,Singleplayer,Co-op,Combat,PvP,PvE,Moddable,Action,Character Customization,Difficult,Team-Based,Real Time Tactics,1990's"
Warhammer Combat Cards,"Strategy,Card Game,Card Battler,Warhammer 40K,2D,Sci-fi,Free to Play,Turn-Based Combat,Deckbuilding,PvE,PvP,Asynchronous Multiplayer,Multiplayer,Singleplayer,Games Workshop"
Roguebook,"RPG,Indie,Card Game,Deckbuilding,Strategy,Singleplayer,Roguelite,Turn-Based,Turn-Based Tactics,Roguelike,Turn-Based Combat,Card Battler,2D,Difficult,Roguelike Deckbuilder,Fantasy,Replay Value,Turn-Based Strategy,Adventure,Magic"
Serious Sam 3: BFE,"FPS,Action,Gore,Co-op,Comedy,Online Co-Op,First-Person,Aliens,Multiplayer,Shooter,Old School,Local Co-Op,Indie,Split Screen,Difficult,Funny,Singleplayer,Sci-fi,Adventure,Local Multiplayer"
War Mongrels,"Real Time Tactics,Stealth,Strategy,Co-op Campaign,Action,Atmospheric,Isometric,World War II,Tactical,Story Rich,Co-op,Online Co-Op,Historical,Realistic,Singleplayer,Dark,Top-Down,Twin Stick Shooter,Action RTS,Action-Adventure"
Occult,"Horror,Multiplayer,Co-op,Psychological Horror,3D,First-Person,Online Co-Op,Multiple Endings,Atmospheric,Dark,Action,Indie,Mystery,Violent,Singleplayer,Massively Multiplayer,Early Access,Survival Horror,Adventure,Puzzle"
Fabledom,"Early Access,City Builder,Relaxing,Sandbox,Diplomacy,Colony Sim,Economy,Romance,Fantasy,Cartoony,Procedural Generation,Resource Management,PvE,Strategy,Base Building,3D,Cute,Funny,Colorful,Conversation"
Farming Simulator 17,"Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack"
Cooking Simulator,"Simulation,Cooking,Singleplayer,Realistic,Sandbox,Funny,Physics,First-Person,Family Friendly,Management,Relaxing,Crafting,Resource Management,Co-op,Comedy,Economy,Replay Value,Memes,Action,Female Protagonist"
Bendy and the Ink Machine,"Horror,First-Person,Singleplayer,Puzzle,Cartoony,Survival Horror,Cartoon,Dark,Mystery,Indie,Story Rich,Action,Great Soundtrack,Atmospheric,Adventure,Psychological Horror,Violent,Funny,Cute,Free to Play"
Paragon: The Overprime,"Early Access,Sci-fi,MOBA,Cinematic,Multiplayer,Third-Person Shooter,PvP,Hero Shooter,Third Person,eSports,Team-Based,3D,Arena Shooter,PvE,Tutorial,Action,Strategy,3D Fighter,Surreal,Character Customization"
Rec Room,"Free to Play,VR,Multiplayer,Online Co-Op,Funny,Massively Multiplayer,First-Person,Casual,Adventure,Co-op,Sports,Sandbox,Family Friendly,Action,Simulation,Horror,Character Customization,3D,Action-Adventure,Singleplayer"
Cantata,"Early Access,Strategy,Sandbox,Pixel Graphics,Management,Moddable,Level Editor,Base Building,Turn-Based Strategy,Turn-Based Tactics,Sci-fi,4X,Replay Value,Automation,Atmospheric,Multiplayer,Singleplayer,Building,Story Rich,Local Multiplayer"
Sea Dogs: To Each His Own - Pirate Open World RPG,"Pirates,Naval,RPG,Sandbox,Naval Combat,Sailing,Action RPG,Third Person,Character Customization,3D,Historical,Romance,Open World,Choices Matter,Action,Story Rich,Singleplayer,Multiple Endings,Replay Value,Adventure"
Moss: Book II,"VR,Action-Adventure,Puzzle Platformer,Combat,Story Rich,Cute,Action,Adventure,Platformer,Puzzle,Narration,Cinematic,Singleplayer,Female Protagonist,Family Friendly,First-Person,Third Person,Atmospheric,Fantasy,Sequel"
"Gunner, HEAT, PC!","Early Access,Simulation,Tanks,Realistic,Vehicular Combat,Immersive Sim,Military,Cold War,1980s,Modern,Historical,Action,Shooter,FPS,Wargame,3D,First-Person,Third Person,Alternate History,Destruction"
Shantae: Half-Genie Hero Ultimate Edition,"Indie,Female Protagonist,Adventure,Platformer,Metroidvania,Action,Anime,Great Soundtrack,2D,Cute,Singleplayer,Side Scroller,Sexual Content,Nudity"
Gorilla Tag,"Psychological Horror,VR,Multiplayer,Parkour,Horror,First-Person,Funny,Survival Horror,3D,3D Platformer,Action,PvP,Platformer,Casual,Nature,Physics,6DOF,NSFW,Early Access,Minimalist"
Bomber Crew,"World War II,Simulation,Strategy,Management,Flight,Singleplayer,Indie,War,Difficult,Survival,Action,Casual,Military,3D,Roguelike,Cartoony,Perma Death,Roguelite,Cute,Atmospheric"
ABZU,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Beautiful,Fantasy,Family Friendly,Short,Open World,Story Rich,Third Person,Simulation,Walking Simulator,Controller"
Ozymandias: Bronze Age Empire Sim,"Grand Strategy,Turn-Based Strategy,4X,Strategy,Historical,Management,Economy,City Builder,Turn-Based Tactics,Hex Grid,Simulation,Resource Management,Turn-Based Combat,Singleplayer,Tactical,Multiplayer,War,Military,Asynchronous Multiplayer,2D"
Pistol Whip,"VR,Action,Rhythm,Music,Shooter,On-Rails Shooter,FPS,Indie,Arcade,Bullet Hell,Bullet Time,First-Person,Assassin,Soundtrack,Singleplayer,Colorful,Gun Customization,Post-apocalyptic,Cyberpunk,Sci-fi"
Starship Troopers: Terran Command,"Strategy,RTS,Singleplayer,Military,Tactical,War,Sci-fi,Resource Management,Real-Time,Wargame,Base Building,Great Soundtrack,Replay Value,Artificial Intelligence,Aliens,Tower Defense,Gore,Multiplayer,Villain Protagonist,Simulation"
Mordheim: City of the Damned,"Tactical,Games Workshop,RPG,Strategy,Turn-Based,Dark Fantasy,Turn-Based Tactics,Turn-Based Strategy,Multiplayer,Turn-Based Combat,Fantasy,Perma Death,Singleplayer,Medieval,Procedural Generation,Board Game,Indie,Controller,Tactical RPG,Competitive"
Death Trash,"Early Access,Post-apocalyptic,Pixel Graphics,Exploration,Isometric,Local Co-Op,Story Rich,Action RPG,Atmospheric,RPG,Cyberpunk,Open World,Choices Matter,Old School,Character Customization,CRPG,Souls-like,Singleplayer,PvE,Lovecraftian"
GUILTY GEAR Xrd REV 2,"Fighting,Anime,2D Fighter,Great Soundtrack,Action,Multiplayer,2.5D,Local Multiplayer,Difficult,Arcade,Story Rich,Controller,Competitive,eSports,Singleplayer,Tutorial,2D,Cute,Visual Novel"
SLUDGE LIFE 2,"Adventure,Exploration,Action-Adventure,Colorful,First-Person,Stylized,Atmospheric,Funny,Comedy,Indie,Nudity,Controller,Conversation,Singleplayer"
Diesel Brothers: Truck Building Simulator,"Time Management,Immersive Sim,Racing,Education,Sandbox,Building,Crafting,Driving,Management,Physics,Automobile Sim,First-Person,3D,Funny,Casual,Simulation,Realistic,Moddable,Score Attack,Destruction"
Death Road to Canada,"Pixel Graphics,Zombies,Action Roguelike,Local Co-Op,Action,Survival,Roguelike,Indie,Character Customization,Comedy,Great Soundtrack,RPG,Multiplayer,Replay Value,Co-op,Funny,Difficult,2D,Roguelite,Memes"
Library Of Ruina,"Story Rich,Strategy,Card Game,Difficult,Deckbuilding,Turn-Based Combat,Singleplayer,Indie,Psychological Horror,Visual Novel,Gore,Turn-Based,Great Soundtrack,RPG,Card Battler,Anime,Horror,2D,Turn-Based Strategy,Action"
Fae Farm,"RPG,Farming Sim,Magic,Cozy,Co-op,Multiplayer,Relaxing,Colorful,Cute,Romance,LGBTQ+,Family Friendly,Action,Simulation,Fantasy,Stylized,Third Person,Cooking,Crafting,Nature"
Ryse: Son of Rome,"Hack and Slash,Action,Quick-Time Events,Rome,Historical,Third Person,Singleplayer,Adventure,Gore,Linear,War,Atmospheric,RPG,Nudity,Open World,Co-op,Multiplayer,Benchmark,Short,Fantasy"
HighFleet,"Singleplayer,Indie,Strategy,Post-apocalyptic,Action Roguelike,Inventory Management,Tactical,Choices Matter,Strategy RPG,Action,Diplomacy,Exploration,Military,Nonlinear,Simulation,Building,Stylized,Physics,Adventure,Sci-fi"
Panzer Corps 2,"Strategy,World War II,Turn-Based Strategy,Military,Turn-Based,Hex Grid,Wargame,Grand Strategy,Historical,Management,War,Turn-Based Tactics,Tactical,Artificial Intelligence,Multiplayer,Singleplayer,Turn-Based Combat,Replay Value,Simulation,3D"
China: Mao's legacy,"Political Sim,Strategy,Simulation,Indie,Politics,Cold War,Political,Management,RPG,Strategy RPG,Grand Strategy,CRPG,Choose Your Own Adventure,Story Rich,Nonlinear,Singleplayer,Turn-Based Strategy,2D,Minimalist,Diplomacy"
Hoa,"2D Platformer,Relaxing,Atmospheric,Action-Adventure,Hand-drawn,Singleplayer,Cute,Exploration,Cartoon,Adventure,Indie,Platformer,Action,Casual,2.5D,Family Friendly,Puzzle Platformer,Nature,Fantasy,Cinematic"
CONFLICT OF NATIONS: WORLD WAR 3,"Strategy,Free to Play,Massively Multiplayer,Grand Strategy,Wargame,Indie,Simulation,Diplomacy,Politics,RTS,Base Building,Action,Alternate History,Real-Time,Grid-Based Movement,Online Co-Op,Casual,Board Game,Replay Value,Asynchronous Multiplayer"
Stronghold Kingdoms,"Strategy,Free to Play,Medieval,Massively Multiplayer,City Builder,Multiplayer,Real-Time,Building,War,RTS,Base Building,PvP,Sandbox,Simulation,Colony Sim,Grand Strategy,Idler,Real Time Tactics,Wargame,Isometric"
VR Giants,"Early Access,Action,Indie,VR,Asymmetric VR,Local Co-Op,Adventure,Co-op,3D Platformer,Puzzle Platformer,Physics,Local Multiplayer,Platformer,Controller,Team-Based,Co-op Campaign,Multiplayer,Puzzle,Online Co-Op,3D"
Supraland,"Puzzle Platformer,Exploration,Metroidvania,Adventure,First-Person,Physics,Singleplayer,FPS,Puzzle,Open World,3D Platformer,Collectathon,Cartoony,Shooter,Funny,Colorful,Platformer,Action-Adventure,Family Friendly,Action"
The Hand of Merlin,"Turn-Based Strategy,Tactical,Roguelike,Strategy,Story Rich,Fantasy,Turn-Based Tactics,Sci-fi,Perma Death,RPG,Difficult,Tactical RPG,Roguelite,Atmospheric,Soundtrack,Turn-Based Combat,Medieval,Singleplayer,Replay Value,Indie"
Gladiator Guild Manager,"Auto Battler,Strategy,Strategy RPG,Roguelite,Tactical,Roguelike,RPG,Indie,Turn-Based Strategy,Replay Value,Early Access,Tactical RPG,Management,Base Building,Resource Management,Pixel Graphics,Medieval,Turn-Based Tactics,Singleplayer,Trading"
Abandoned Souls,"Walking Simulator,Horror,Psychological Horror,Atmospheric,Realistic,Survival Horror,First-Person,Exploration,Dark,Singleplayer,Adventure,Mystery,Thriller,Story Rich,Multiple Endings,Linear,Action,Old School,Indie,3D"
СТРАШНО И ТОЧКА,"Horror,Action,Memes,Dark Humor,Violent,Psychological Horror,Dark Comedy,Dark,Atmospheric,Realistic,Comedy,Adventure,RPG,First-Person,Hidden Object,Simulation,Survival,Action-Adventure,Stealth,Singleplayer"
"Warhammer 40,000: Armageddon","Strategy,Warhammer 40K,Turn-Based Tactics,Games Workshop,Tactical,Turn-Based,Hex Grid,Singleplayer,Turn-Based Strategy,Multiplayer,War,Aliens,Wargame,Sci-fi,Replay Value,Strategy RPG"
Coreborn: Nations of the Ultracore,"Early Access,Sandbox,PvE,Multiplayer,Action-Adventure,Building,Action,Third Person,3D,Exploration,Relaxing,Open World,Survival,Fantasy,Colorful,Character Customization,Lore-Rich,Combat,Gun Customization,Massively Multiplayer"
Minion Masters,"Real Time Tactics,RTS,Multiplayer,Co-op,Card Battler,Free to Play,Strategy RPG,Card Game,PvP,Strategy,Deckbuilding,PvE,Tactical,Competitive,Online Co-Op,Singleplayer,Turn-Based Tactics,Mouse only,Tower Defense,Stylized"
EVERSPACE™ 2,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG"
ScooterFlow,"Simulation,Physics,Sports,Controller,Realistic,3D Platformer,Singleplayer,3D,eSports,First-Person,Third Person,Casual,Indie,Early Access,Skating,Character Customization"
Cultist Simulator,"Management,Card Game,Story Rich,Difficult,Horror,Roguelite,Tabletop,Lovecraftian,Atmospheric,Board Game,CRPG,Strategy RPG,Text-Based,Roguelike,RPG,2D,Multiple Endings,Crafting,Psychological Horror,Dark Humor"
Darksiders III,"Hack and Slash,Action,Female Protagonist,Singleplayer,Adventure,Souls-like,RPG,Action-Adventure,Open World,Violent,Third Person,Story Rich,Atmospheric,Dark Fantasy,Post-apocalyptic,Puzzle,Fantasy,Gore,Difficult,Dark"
Tap Ninja - Idle game,"Clicker,Casual,Idler,Pixel Graphics,Ninja,2D,Side Scroller,Roguelike,Action-Adventure,Action,Adventure,Singleplayer,Medieval,Hack and Slash,Free to Play,RPG,PvE,Indie,Linear,Collectathon"
Railroad Corporation,"Strategy,Trains,Management,Simulation,Historical,Transportation,Multiplayer,Economy,Real-Time with Pause,Sandbox,Building,Competitive,Singleplayer,Western,Realistic,Grand Strategy,Resource Management,Real-Time,Capitalism,Moddable"
We Were Here Too,"Escape Room,Online Co-Op,Puzzle,Co-op,Horror,Action-Adventure,Investigation,Multiplayer,First-Person,Atmospheric,Adventure,Multiple Endings,Co-op Campaign,Psychological Horror,Mystery,Linear,Casual,Dark,Immersive,Indie"
Parkasaurus,"Management,City Builder,Dinosaurs,Building,Simulation,Sandbox,Cute,Comedy,Economy,Isometric,Funny,Resource Management,Colorful,Singleplayer,Family Friendly,Strategy,Casual,Adventure"
Workers & Resources: Soviet Republic,"City Builder,Economy,Strategy,Simulation,Building,Management,Early Access,Political Sim,Trains,Indie,Cold War,Transportation,Politics,Historical,Political,Realistic,Singleplayer,Choices Matter,Resource Management,Multiple Endings"
Dating Simulator,"Simulation,Immersive Sim,Dating Sim,3D,Realistic,Memes,Romance,Choices Matter,Fishing,Comedy,Funny,Cute,Relaxing,Open World,Driving,Atmospheric,Multiple Endings,Female Protagonist,Character Customization,Anime"
Aragami 2,"Ninja,Stealth,Assassin,Online Co-Op,Co-op Campaign,Action,Action-Adventure,Stylized,Third Person,3D,Dark,Fantasy,Magic,Story Rich,Character Customization,Combat,PvE,Co-op,Multiplayer,Singleplayer"
SpaceEngine,"Early Access,Open World,Casual,Sandbox,Space,Sci-fi,Space Sim,Education,Realistic,Indie,Relaxing,Science,Atmospheric,Simulation,Colorful,Singleplayer,Procedural Generation,Exploration,Flight,3D"
Rakion Chaos Force,"Action,RPG,Free to Play,Strategy,PvP,Multiplayer,Real-Time,Medieval,MMORPG"
MMORPG Tycoon 2,"Simulation,Strategy,MMORPG,Indie,Management,Early Access,Sandbox,Singleplayer,Building,City Builder"
Wargame: Red Dragon,"Strategy,RTS,Military,Realistic,Wargame,Cold War,Tactical,Multiplayer,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Real-Time,Action,Co-op,Difficult,Epic,Adventure"
